,NU_INSCRICAO,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO
4058,174f3ace7e8848c61a4e41be0c2c8dd352eea5f1,31,M,0,3,1,10,1,,502.4,588.1,591.6,454.9,120,120,120,120,80,560
4059,ca7bf8791e855a850ae4aaab6c0c3839c6fbbadf,17,F,0,3,2,0,2,1,489.4,536.4,508.2,353.5,100,100,80,40,40,360
4060,27c44614af0df35ca815e5f144f3aac5673e887e,19,M,0,1,1,2,1,,520.8,632.8,588.4,639.3,140,140,120,120,100,620
4061,541cc7ee46ddf41583f159fd9f16b6842c2c4272,18,M,0,3,2,0,2,3,395.7,350.1,489,365.4,80,100,100,80,40,400
4062,509c7f06678c21ae51f1d503080a4859a8710244,20,F,0,2,2,0,2,1,457.9,558.1,556,483.6,100,80,80,100,60,420
4063,8a7ea23bff3e12369d2c8d616da70cf7250c0020,20,F,0,3,4,0,1,,,,,,,,,,,
4064,758f6311d8b1ea8bed5cdcbebcec47aea384a853,21,M,0,3,1,3,1,,399.6,550.2,544.8,597.5,100,120,120,100,40,480
4065,c3c66208fc9637122f5a257eb5a4fd675e74aa30,20,F,0,2,2,0,2,3,,,,,,,,,,
4066,af2862a66b52ec7d1cdf27180811b740462f8d0c,19,F,,3,2,0,2,1,401.4,493.2,423,426.9,120,120,100,100,120,560
4067,db8b16f3be477f8c568bd7fd32b7d6d8a2db4d18,17,F,0,3,2,0,2,1,405.1,569.9,447.8,488.7,100,120,120,80,80,500
4068,20cc6b43bbe9e096ab05a02bd7bd1a2baf362faf,16,M,0,1,3,0,1,,629.2,658.8,,,,,,,,
4069,e04a3240c59f468b68a5486c1c358289082de9ba,21,F,0,3,1,6,1,,,,,,,,,,,
4070,3abce3e14cb7f554d428eb573d28a164fa965738,23,M,0,3,1,7,1,,479.2,532.2,502.8,481.6,140,120,120,120,60,560
4071,c3690e2833dbdd2f205a4f54098434f25a7b2380,18,M,0,3,3,0,1,,,,,,,,,,,
4072,b48e515d4b2b0e4ed604ea4fa795b2be7eb84f56,27,F,0,1,1,9,1,,478,586.3,446.2,394.2,80,120,100,100,60,460
4073,9d4b553deff35292ecc8f0a0c1ac531604be3407,17,F,0,1,2,0,2,1,,,,,,,,,,
4074,7d5a604186cab97b696477cca97662ca9d2ac953,21,M,0,3,1,2,1,,,,,,,,,,,
4075,3095f660e0e8646c1c242d718c3cf4936a1f9f36,35,F,1,3,1,8,1,,429.7,495.9,522.1,444,120,80,60,100,20,380
4076,6b9178cce54d190a07474f31de93f1938ebe6068,17,F,0,1,3,0,1,,452.5,430.8,454.5,418.5,100,100,80,120,40,440
4077,209f754e1dc27d308e7521659fd61a9d415333c1,25,M,0,3,1,8,1,,550.7,624.5,587.5,663.5,120,120,160,120,100,620
4078,36a7b8e1c401ad9133c41602afb15e308c165093,18,M,0,3,1,1,1,,433,572.1,555.2,438.5,100,120,100,100,100,520
4079,1224acf26e2cbaea93209996d259f2314af5a46a,16,M,0,1,3,0,1,,412,539.4,521.6,514.5,120,100,120,120,100,560
4080,ed3f0832459e7cc5e815ab94e4f9f7d9bca5dbab,27,F,0,2,1,9,1,,,,,,,,,,,
4081,43899257161384fa96158c39bfb31a608594d719,21,F,0,1,2,0,2,1,420.6,406.7,513.8,399.4,120,80,100,120,20,440
4082,59c6f1a8ea8da71f69e91b3f1fc6ee7cf1638fe0,17,F,0,1,2,0,3,1,499.9,503.8,510,372.8,120,120,120,120,120,600
4083,64c6aa7c8dfb1d2f7cef45102b383b10ccb4039b,29,F,0,3,1,9,1,,379.4,544.1,498.3,358,140,120,100,120,100,580
4084,4743af4fa68facacafd81804e7aeb12ad762756c,17,F,0,2,2,0,2,1,512.5,592.4,618.5,576.3,100,120,100,120,120,560
4085,ef4fd85bfe1b2e1466835ea2fc63cd1ff9f2480b,17,F,0,3,3,0,1,,504.1,482,,,,,,,,
4086,976b3562ab468fa8a6a8635440e323c2a84b4993,20,M,0,3,2,0,2,1,452.7,579.2,553.4,357.3,140,100,100,80,60,480
4087,d80398ae9635d804e57e0c2ef9a303fd53e8f3c4,18,M,0,2,1,1,1,,479.8,391.4,398.9,646.3,120,120,120,160,120,640
4088,e2d552a2bc4f835d5a5f82c9dac7eaeb79a28414,22,F,0,1,1,4,1,,699.2,727.2,712.2,745.6,160,160,160,160,160,800
4089,59bae9aa9ac2ec0a9b612247512958406979922e,16,F,0,3,3,0,1,,527.6,594.7,575.8,557.6,120,120,120,120,80,560
4090,2194a6484c4fe87916468def39ef742b3123aadc,18,F,0,3,2,0,2,1,428.7,560.9,542.6,454.8,140,120,120,120,140,640
4091,af294ffe3d2ce2664f18d05f9dd770048a775301,47,M,1,3,4,0,1,,,,,,,,,,,
4092,8ccf422ed4cb62a9c92245f0deaa397e4c876b8d,18,M,0,3,1,1,1,,502.1,604.8,581.6,450,120,140,100,120,60,540
4093,e5e6d1714802b8adfef0b16de3400582b0639734,23,F,0,2,2,0,3,1,443.9,445,453.4,517.3,120,100,80,80,60,440
4094,8d5bf0928fc8366e257dd0377196ed61bb4ae382,17,M,0,1,2,0,3,1,588,518,556.1,627.2,120,140,120,100,100,580
4095,117f82493b4d3a6c3236e39bb7993495f8263596,20,M,0,3,1,3,1,,383.7,414.6,465.8,406.6,120,80,80,100,60,440
4096,8995a491ca93500bf6d1deea8848cb40a730c8f1,17,M,0,3,2,0,2,1,443.3,407.3,510.4,498.7,80,80,80,80,0,320
4097,22abe0700e09d53d5130d08fbdc83974d84f671c,22,M,0,3,1,5,1,,,,,,,,,,,
4098,062cf5bf74cbc1e3b26fbfa812eda7b125c59d08,17,F,0,3,3,0,1,,400.6,427.6,410.4,364.8,0,0,0,0,0,0
4099,7dcf3c66a3db7bd1cea7b50248981ffb77fdc119,18,F,0,3,2,0,2,1,595.3,669.9,637,719.2,120,180,180,160,160,800
4100,34bdcd79b9a584e913e4423667abd1b7b373c517,16,F,0,0,2,0,2,1,610.5,617.5,567.6,647.4,120,120,120,120,120,600
4101,625023962d317db34f0776510ac816b3d5395a9c,19,F,0,1,1,2,1,,475.5,560,467.4,405.2,120,120,120,100,80,540
4102,055e2c99f15db1e8e2f23f2294f5dcf9a186155c,19,M,0,1,1,2,1,,448.7,611,587,592.7,160,160,120,160,120,720
4103,d262121117c68e3183fb81bee8e2231ab8c36791,18,F,0,3,1,1,1,,585.3,612.1,617.4,531.7,160,160,160,180,140,800
4104,fe1a0b8b0e9785f41c7d78ef659329d22b8fd5cd,16,F,0,3,3,0,1,,,,,,,,,,,
4105,086fd7d5112275dd776681bbbedaefc57411432f,19,F,,1,1,2,1,,486.3,624.3,572.7,546.7,160,160,140,160,100,720
4106,643044880ba0cfdf3d5221661953c077c5805414,16,F,0,1,3,0,1,,,,,,,,,,,
4107,418a5b85ea47b48f248594bcc99de67b13a8c654,17,M,0,2,2,0,2,1,408.1,562.4,558.7,358.7,100,80,80,80,80,420
4108,fd9614a31fd4233b59ee00c89e64d5a075ae9a10,20,F,1,1,1,3,1,,424.5,559.2,568.2,389.8,140,140,120,120,60,580
4109,ba155f97b49581aedcfc063842ee6e61b1ab0304,23,M,2,1,1,3,1,,439.8,591.1,560.5,576.2,120,80,80,60,40,380
4110,95eecb40109d6bfa6fccf0004e4800486930810d,17,F,0,3,2,0,2,1,410.3,438.9,539.6,398.6,0,0,0,0,0,0
4111,be80c79c586186c09692f96ed7963271ac62eeae,17,M,0,3,2,0,2,1,,,,,,,,,,
4112,310c873664f2cf8dabcff41c054ce87b625901a9,19,F,0,1,4,0,1,,,,,,,,,,,
4113,10d1b99a9b1dc08db1442b4dbaec2532107d1744,17,M,0,3,3,0,1,,515.5,470.2,503.7,398.5,80,80,60,60,40,320
4114,10f8ffdadf54555ff5ec2fd26f2d51cfaba53464,28,M,1,3,4,0,1,,396.7,486.5,462.8,442.4,0,0,0,0,0,0
4115,45dec525e5ff8cbe587a72cd81cf78b473505b4b,39,M,0,3,2,0,2,3,402.6,604.6,,,,,,,,
4116,18e10ee85ab30318fc26098ad48d93d9078141c8,16,F,0,1,3,0,1,,384.5,424.5,461.8,483.6,120,100,80,120,60,480
4117,4fd268699b6f5e5eab4b14b894ff7c1e9bd9d093,19,M,0,3,1,1,1,,555.6,560.4,585.8,483.1,120,100,100,100,80,500
4118,dd0ebe7e3f80f5723da310833ecee0d2b16fd60e,18,M,0,1,1,1,1,,,,,,,,,,,
4119,937640819bdfc83d4b5a9b5ff80157e872e798c2,21,F,0,3,1,5,1,,,,,,,,,,,
4120,dcef0c4895dc7589bf28d19c11d28fd29ce12e6c,17,F,0,3,3,0,1,,481.7,507.1,494.5,434.3,80,80,40,80,0,280
4121,84809a2b3b542b97c9b7cc89bc7498b44ce13d9b,23,M,0,3,1,6,1,,433.9,623.7,540,529.1,100,60,80,100,40,380
4122,f2c586d10bbc807f1d234b9c6866b7c007a4b719,17,M,0,3,2,0,2,1,376.1,505,509.9,436.6,120,40,80,120,20,380
4123,fbbfeda800d3dfa67361735d6f673e075ffa8e2d,17,F,0,1,3,0,1,,560.1,566.5,558.2,589.9,140,100,100,120,80,540
4124,ded6838bbba9696bd8ff6bc706a704705afc2643,17,F,0,1,2,0,2,1,627.2,611.6,581.9,573.2,160,120,120,120,120,640
4125,cb56a296a1e64ea7ed37b126bea9967ab87a050a,42,M,0,1,1,10,1,,,,,,,,,,,
4126,9d5c8bddd17a448289b39655c351c22137f8e4f2,15,F,0,1,3,0,1,,482,640.8,651,629.1,160,160,140,160,120,740
4127,ffa22d41cec9c7c443273ace3d24760832a65f52,16,M,0,1,3,0,1,,523.1,569.1,451.2,447,120,120,100,120,120,580
4128,6c9edeb10308a1c129e357e1aa25e306f0c3f48f,17,F,0,1,2,0,2,1,535.8,641.4,580.9,452,120,120,120,120,120,600
4129,e808d549d9a857a4a04a1777e55937fb21568850,18,M,0,3,1,1,1,,426.5,520.5,436.8,485,160,160,120,160,120,720
4130,0ad92ebf83599442f92cb9c3911ce07fc0e857a3,17,M,0,3,3,0,1,,,,,,,,,,,
4131,7bcf11f7968617f08200010898ff66bc9d1b083f,17,F,0,1,3,0,1,,427.9,547.7,574.7,453.8,120,120,120,120,40,520
4132,0a80f5833e6048eedab6d0131463b36bea31348d,20,F,0,3,1,1,1,,483.8,444,462,384.5,120,60,60,80,0,320
4133,3be6d411f5d11f341c5ec6ae0fb8c6859209eaf7,21,F,0,3,1,2,1,,459,419.6,503.5,502.5,120,80,60,100,0,360
4134,f3294658cb0c60406c37959d35a526eb0e07d45d,15,M,0,3,3,0,1,,400.1,356.9,400.9,387.6,100,60,60,100,40,360
4135,b54caebdd119fb7764983893e4b01720fb37ceca,20,F,0,3,1,2,1,,481.1,586.4,557.1,355.9,120,120,120,120,80,560
4136,aabf3894624cc59a00ff50c700783c26eae07bdf,19,F,0,3,1,2,1,,483.4,403.3,397,506.8,120,120,100,120,100,560
4137,9acf7333034b6789188a316eebe511d07f2eb580,22,M,0,3,1,3,1,,,,,,,,,,,
4138,9b794a0878200c5d6757cc03045fce17187d3d3a,18,M,0,3,2,0,2,1,541.2,616.8,568.3,644.6,120,120,120,120,120,600
4139,2b87cc9e0c075e7f0aab6b5d9b1986679991f981,18,F,0,3,1,1,1,,521.8,677.5,606.4,565,160,160,160,180,140,800
4140,8196ea91d12a96d7ec0f8c2880c2011d9fb6d9c6,19,F,0,3,2,0,2,3,,,,,,,,,,
4141,afa62a9485a506845d2d3f80654ce36e59933c76,17,F,0,3,2,0,2,1,481.6,521.5,573,460.5,120,120,100,120,60,520
4142,12971f334eb66c62cc897caee063805b32e98bb1,23,M,0,4,2,0,2,1,,,,,,,,,,
4143,c4d86b43c101ce1e6e7a5fcf38972eb90b566e5a,20,F,0,1,1,3,1,,733.8,704.7,670,812.1,160,160,160,180,200,860
4144,e739c104b4fa97101e68ee30c598baad3d8786a6,22,F,0,2,1,5,1,,,,,,,,,,,
4145,974deac37c37bcefc52fcba9372695d122050419,18,F,0,3,1,2,1,,525.5,589.8,448.1,461.8,160,120,120,140,100,640
4146,aec5c348debfa1331213e6d6a951b3d89a060c62,47,F,2,3,2,0,2,3,,,,,,,,,,
4147,da62608ca4a0e59599b9f77c7a688f55c4b72aa1,16,M,0,3,3,0,1,,511.4,514.3,527.9,586.9,100,120,100,100,80,500
4148,8f827788d8366fe721f056b5f8fa6483e7a28b6a,15,M,0,1,3,0,1,,445.9,471.6,545,464.1,140,120,80,100,80,520
4149,743e88f58581de8816073122d1b2921e4cefb727,17,F,0,1,2,0,3,1,467.4,557.8,596.5,575.9,160,180,160,200,180,880
4150,3d5066c5469463cd5d2daf0f1bb0191db5c6a81f,19,F,0,2,1,2,1,,559.7,621.1,634.5,596.5,160,160,160,160,140,780
4151,25a20daa4197311cac8ef5aee7c61fcaf240201c,18,F,0,3,2,0,2,1,586,562.9,514.2,442.4,120,120,100,120,100,560
4152,22e93f291e2cda2187fc151e34f6e7c3841daa5a,18,F,0,3,2,0,2,1,471.5,597,565.7,597.6,140,160,180,160,160,800
4153,df302b14ffaf90670673bf0ce40f0bb84deef1f0,19,F,0,2,1,2,1,,,,,,,,,,,
4154,73c97981de167374810edf81b592ed989723b8ff,21,M,0,1,1,2,1,,,,,,,,,,,
4155,135afdb147e23c8e4580488c2b60f2c9de3290b6,48,F,1,3,1,10,1,,,,,,,,,,,
4156,39b90039fb79dd0fda799b23cacc7f4b35d580b1,18,F,0,1,2,0,2,1,489.8,627.5,517.6,435.6,120,100,80,100,40,440
4157,bb8a5b63e828bcc88802446a5f719f5d1149707d,17,F,0,1,3,0,1,,494.7,547.5,535.5,617.7,160,160,160,160,120,760
4158,86e3f9071de15b1135f96f0debfdc8bf25e228c5,20,F,0,4,2,0,2,3,,,,,,,,,,
4159,bc682501a9629570d081f73f47db8fa7f9cd8c37,27,M,0,1,4,0,1,,,,,,,,,,,
4160,2f9884ccbd33edd52b27150c58f48779e5e44840,17,M,0,3,2,0,2,1,544.9,644.3,624.2,512.5,160,120,120,160,120,680
4161,7ffef9e5b8c438c83b09048b04911a2bf1eb8af2,27,F,0,2,1,9,1,,,,,,,,,,,
4162,7f9a769d779a448d9320e25ff9fad371c00f202c,21,F,0,3,1,3,1,,417.7,437.6,466.8,478.8,80,100,80,100,40,400
4163,ea12dd106ac6f3818d0c128a57fbe78c92653e9c,18,M,0,1,2,0,3,1,684.9,732.5,670.8,767.3,120,160,160,160,140,740
4164,1acc4208a7303efce7e1f00225e86fae1b2b65e8,17,M,0,1,3,0,1,,491.3,461.7,444,545.7,120,80,100,100,80,480
4165,bcde6ab6c3443b6881f666c83429f12ea30759ce,18,M,0,3,2,0,2,1,435.4,474.7,475.2,388.9,80,80,80,80,20,340
4166,ba2bc5f83b4562c31eca59c6d2e15fc633b8abdd,16,F,0,3,2,0,3,1,641.3,681.1,608.8,800.2,160,200,200,200,160,920
4167,e2a9dad281dbbe95f0e5a9bfd40bd488b798726f,25,F,0,3,4,0,1,,,,,,,,,,,
4168,cf6040ec7d1a83259817dd006b0234cbb852ef02,18,F,0,3,1,1,1,,528.3,616,601.2,585.5,160,180,180,180,200,900
4169,0b949d5a681d981aa7925ad967413ec55c944b6f,31,F,0,1,1,10,1,,,,,,,,,,,
4170,c534c58a9f1d68692790a53bf2a0a350cba13c07,18,F,0,3,2,0,2,2,453.5,411.6,,,,,,,,
4171,916f345fbd61ebc2433e0f6bb5ca812aaac145c6,21,M,0,2,1,3,1,,,,,,,,,,,
4172,f680a5b4e3630a244f6e18ce067a3e0008c9d23e,17,F,0,3,3,0,1,,,,,,,,,,,
4173,90b18dcb1269f91380a741720123aa2ee0a3be17,16,F,0,1,3,0,1,,476.2,570,510.7,547.2,120,120,120,100,40,500
4174,85a409a756df7060129b02b7ad0890cbb809e9aa,17,M,0,2,3,0,1,,398.7,431.7,558.2,489.9,140,120,80,120,40,500
4175,019f619fd444b2c54a94ba51f3911779d5d6e5b2,21,F,0,1,4,0,1,,,,447.6,348.8,100,80,80,100,40,400
4176,7b83d8bdc0a0e16e03aa18f9df7feaf239a68124,15,F,0,3,3,0,1,,,,,,,,,,,
4177,23ffd56cae1269b1cec0a76169e912e08373ff4a,17,F,0,1,2,0,2,1,419.9,554.8,486.9,558.3,100,100,120,120,120,560
4178,de7bc6479ae403428d96acb18ebdb764bd03b0dc,34,M,,1,4,0,1,,370.5,510.4,525.6,503.4,120,100,100,120,80,520
4179,5832f8115c96161d007328387879a8e84167bad8,18,F,0,1,1,1,1,,455.9,545.3,516.5,614.2,120,120,80,80,80,480
4180,2c00cd97bf3e08518c990a758aa3ab596bbaf432,38,M,1,3,1,10,1,,,,,,,,,,,
4181,a54ffc65b5d304f5b3f4450ab4ac3bf4dd16d978,17,F,0,2,2,0,2,1,505.1,568.4,572.9,576.9,160,120,120,120,80,600
4182,3145b13e716c34663f996999d7294aa223104bde,16,M,0,3,3,0,1,,495.1,488.4,484.3,390.5,80,120,120,100,80,500
4183,4c7b7b5aeb653e6e79fcf1dac4968e454793ffed,44,M,0,3,1,10,1,,512.8,645.2,576.9,569.1,160,120,120,120,20,540
4184,16cc2c2ef85d94951dc1cd2887ed90da634ab9f6,18,F,0,1,2,0,3,1,581.6,622.7,601.2,720.5,120,120,120,120,100,580
4185,6d9f28d8178ce853d2cd8c7ea9278c8cd5f82034,16,F,0,3,3,0,1,,529.6,579,463.7,587,140,120,100,120,20,500
4186,752577ca35f772809f1429838605f3f6aa87f26e,23,F,0,3,1,5,1,,,,,,,,,,,
4187,af73821b1a9703ef18f4e05178e3b512db2abefe,17,F,0,4,3,0,1,,407.2,577.2,561.8,490.2,140,120,120,120,160,660
4188,bb78453aa582b1581c61edce412b8ddcc9237766,17,F,0,1,3,0,1,,440.8,565.8,554.6,465.5,120,120,120,120,80,560
4189,eb513054549a928e73be7a4212e9401abae41eb7,17,M,0,3,2,0,2,1,457,429.8,352.5,449.4,80,100,60,80,40,360
4190,4cdc2b2f6f66e5192dba99c3551eaf11bbe4703d,19,F,0,3,1,1,1,,452.1,527.6,507.8,360.4,120,140,120,120,140,640
4191,e54a19d116557e2328ecb7d6ecf60aadf05b1985,34,M,1,1,1,10,1,,422.6,480.7,478.9,339.8,120,120,120,140,100,600
4192,2b7cfb43c4aea3aefdca90df513a69ab8a474774,18,M,0,1,2,0,3,3,450.6,510.7,527.3,514.1,120,80,80,80,80,440
4193,abdfd5b685c417a2936e557e4f5a3b2d0e9a330a,17,M,0,1,2,0,2,1,405,580.2,547.1,493.8,120,80,80,120,120,520
4194,5fa7c385c5ec646acda3f65042ec87438116dede,17,M,0,3,3,0,1,,563.8,409.6,445,455.4,80,100,120,100,100,500
4195,2a26f05f074e9d7007e8be6e64f76481ad068bb6,18,F,0,3,1,1,1,,440.8,388.4,360.4,348.7,100,120,80,100,80,480
4196,75a1c4167dcd2a5e68e3a2f2542a800b8d32684a,16,F,0,3,3,0,1,,415.4,433.4,428.8,396,80,80,80,80,40,360
4197,89035fff1cb58b8cd8bbd564ea99d8ac31b9d5ff,24,F,0,1,1,6,1,,377.5,527.5,572.9,344,140,120,120,160,100,640
4198,238769b76dbebfe6d24361496f4e234cb6db8007,19,M,0,3,3,0,1,,,,,,,,,,,
4199,02e3f4f32e95eb325af92850093148616918819d,16,F,0,3,3,0,1,,,,,,,,,,,
4200,093ea1e1ed361818bded5894fbe22bc8d6dfc422,20,F,0,3,1,2,1,,460.2,562.3,592.7,491.3,120,120,120,120,40,520
4201,a90064d3f96420f70ef72559b9a270274aa77bda,17,F,0,2,2,0,2,1,441.4,548,561.8,464.5,160,160,160,160,160,800
4202,993e88882a6b2b42db37c3623ba20c1aa787ddf0,20,M,0,3,1,1,1,,,,,,,,,,,
4203,d412ee475740a490600cda675172114dba8a7ca4,25,F,0,3,1,8,1,,533.9,499.8,421.5,504.2,100,40,40,60,0,240
4204,241ab8aa50f977837e5a4b39a571fcdc188951c5,17,F,0,1,2,0,3,1,476.1,628.7,614.5,694.7,160,180,200,180,140,860
4205,fd508a29e40440c6c2eae6504620b1d834ea1473,29,F,,3,1,1,1,,,,,,,,,,,
4206,007c48a25baea288fa5feec72dadb6685b8c4c46,19,F,0,3,1,1,1,,502.8,500.2,545.2,419.3,120,120,120,100,20,480
4207,18f30ef0c21be7374c5988cacc70889d0a08a4fb,51,F,2,1,1,10,1,,,,,,,,,,,
4208,3f469b6963927eb1ff3a7602bb2230855c5d83e5,23,F,0,2,1,2,1,,529.2,442,494.3,457,80,100,100,80,80,440
4209,43cb414b16c209a1ed4e65d4816383025d7247e0,16,F,0,3,3,0,1,,416,481.2,421.1,409.6,120,120,80,100,120,540
4210,c9cdbc17429f3fb201fef03769ad4d3c77226b11,17,F,0,1,2,0,2,1,538.4,526,506.6,474.8,160,120,140,120,120,660
4211,29e8406f944112b95d657608cc5453e70b73b38e,50,M,1,2,1,10,1,,446.5,446.8,558.7,515.9,140,100,120,120,40,520
4212,df967f7a774d9f368f4064a8a08e5ad0a6092251,24,F,0,1,1,7,1,,465.9,601.3,513.6,507.1,80,80,80,80,60,380
4213,e49c67eba25935593ea90e3d95058d7fe20015f2,20,F,0,1,1,2,1,,420.2,604.6,609.5,516.1,100,120,80,80,100,480
4214,aa2d66cee0422d9776a0fd9e30e69862ee6b0d27,20,F,0,4,1,1,1,,474.8,627.9,568.7,405.7,140,140,160,120,140,700
4215,38f52770c5f8f24ad8425dc6347108fea4756933,19,F,0,3,1,2,1,,469.5,483,558,523.8,140,160,160,140,40,640
4216,abcb57463ab9f23874f0996d4a42fb5662dfc56d,35,M,,0,1,10,1,,482.3,556.4,469.4,600.4,140,120,120,140,120,640
4217,d944d841396de8b7d3aafb81c1c07ce6fe163402,18,F,0,1,1,1,1,,592.4,616.9,620.7,664,140,160,140,120,160,720
4218,e0793b348de700420a92c4d96dfe82097e03eb8d,19,M,0,3,1,1,1,,431.6,421.3,,,,,,,,
4219,6b6ccc61596acd7c424e7e7248de2b5cfce78623,18,F,0,2,2,0,2,1,,,,,,,,,,
4220,e7e44fe9ca1a8001baaf54c897b25fe00f57a6a4,19,F,0,3,2,0,2,3,452.5,543.2,540.7,394.8,120,100,80,100,60,460
4221,c24330a84af191b62eddad22d0aa6e3325d80c01,24,M,0,2,1,4,1,,529.2,584.4,526.5,596.6,120,120,100,100,40,480
4222,ab9fedb9501b886454c30774e425cd5bf853e209,20,F,1,1,3,0,1,,412.1,529.8,,,,,,,,
4223,e90270a9d60a11e3d5db49b012fd6330d6eaa0da,20,M,0,2,1,3,1,,552.3,496.2,550.7,432.6,120,140,120,120,100,600
4224,6e41ad45879cc1748c713220e19671b585018a7d,19,F,0,1,1,3,1,,527.2,583.3,589.1,462.4,140,180,180,140,140,780
4225,4e7b879265cf558c1aa14eb492fabb7fa32f4380,18,M,0,3,1,1,1,,396.9,413.2,511.8,488.2,80,80,100,80,80,420
4226,2b41c2cd816839c1c87d4e0fe9882dfe66fc6e7f,17,M,0,3,2,0,3,1,561.2,525.7,557.9,554.8,120,120,100,120,60,520
4227,7891d594d2e4cbf4c188abe9affad7138bb712c5,17,M,0,3,2,0,2,1,404.7,324.4,447.1,445,140,120,100,120,60,540
4228,2beb67435c1789e426ef1c033c357911063ff233,24,M,0,3,1,4,1,,,,,,,,,,,
4229,f6b657baeb718210cb425ea179a9c8dab493518c,17,F,0,3,1,1,1,,587.5,575.5,463.2,560.4,160,200,200,200,160,920
4230,99b1353e87aac1fca0ac61f863bef9fa83866d64,34,F,1,3,2,0,2,3,,,,,,,,,,
4231,de7df70f79c56bfcaf927176cc4a252aa341978e,32,M,1,3,1,10,1,,,,,,,,,,,
4232,4e52b4d68f20f43f2f945348691dc27723fbdb02,36,F,1,3,4,0,1,,,,,,,,,,,
4233,078a63a8fa51f2280e4e20261ce6b271c940209c,17,M,0,3,2,0,2,1,554.7,628,565.2,457.3,160,160,160,160,180,820
4234,7c477bac995c3129743327bea3df359ed40dec7c,20,M,0,2,2,0,2,3,425.4,510.3,452.7,396.3,80,120,80,80,80,440
4235,9b93ed4f5a86165fa2e436d37ffd71d5402fdf3c,18,M,0,5,3,0,1,,439.9,476.9,487,509.8,120,100,100,100,80,500
4236,85810282e2923f8822547d44879844c33678b984,18,F,0,3,2,0,2,1,484.5,560,532.6,544,120,100,120,120,40,500
4237,78bc21f52cee388c832445adf0c343221455f5c6,25,M,0,1,1,7,1,,373.9,458.7,548.7,442.7,120,120,100,120,20,480
4238,41daf02d79a1ae4c85ab4154428d31284a12cc5c,22,F,0,3,1,5,1,,401.7,492.5,468.7,432,120,80,80,120,40,440
4239,8d3eec869919939b58b5edb6a72872de999e3f9d,19,M,0,1,1,2,1,,504.5,539.2,445.9,627.4,120,100,80,100,80,480
4240,e8fb2a541addcde8586bd4be59d66b5bb97cafb4,20,M,0,2,1,3,1,,425.6,570.1,519.4,509.3,120,100,80,100,80,480
4241,03d026bcc8247b6b646af78dfb461e781f58bdc9,32,M,1,3,2,0,2,3,498.4,583.7,435.6,580.2,140,60,100,120,60,480
4242,a7bb8b91ba7048cb22f289d45af9962538864806,21,M,0,0,2,0,2,3,491.8,530.3,529.2,385.1,120,180,200,140,160,800
4243,a918ac8773b1efbf58bee97b7e58cbdff7208b17,21,F,0,3,2,0,2,1,448.5,365.8,468.9,396.5,100,80,80,80,0,340
4244,b8ab1efdf710bce5344956231c80a8faefb444b9,28,F,1,1,2,0,2,1,416.4,571.1,472.1,418.5,160,160,120,120,120,680
4245,15a8e82778acdf54d6ed2d1759b67af143bfa600,21,F,0,3,3,0,1,,,,,,,,,,,
4246,6de69ac23ad427d283e7bd4b52d026d59f8bb2b0,17,F,0,3,2,0,2,1,374.3,504.7,536.5,450,120,80,80,120,40,440
4247,43a8e2cf49dcf63f696bbd8dba0b3f37ce8d2a3c,16,F,0,1,3,0,1,,527.1,457.8,484,383.6,120,120,100,100,120,560
4248,13b7235709272d4af199520f159ee857a0737ed6,17,F,0,1,2,0,2,1,409,545.9,442.3,379.6,80,100,80,100,20,380
4249,20898d8a0fe6d1dc1a9aea28380bc270ac52eb74,16,F,0,3,3,0,1,,406.8,432.4,475.2,482.7,140,120,100,120,40,520
4250,8f2c8608fbc7c9505f37239ee08f867903f9e33b,21,M,0,3,2,0,2,1,,,,,,,,,,
4251,fc24ce5927d9ca4924530aba069d23c7fb546640,16,F,0,3,2,0,2,1,413.8,567.8,455,443.7,100,100,120,120,80,520
4252,e782d20c1130f68242f1544c1e837d2688aa98b3,18,F,0,3,1,1,1,,428.1,472.2,529.7,372.7,120,80,100,100,60,460
4253,5543cbe14c3560c85541a2200dac35911709574c,17,F,0,3,2,0,2,1,411.7,520,531.1,457.8,140,120,140,140,60,600
4254,7a83ad4ae3b68243a1b3de8bd0d7b0f6ef1e9432,35,F,1,3,1,5,1,,,,,,,,,,,
4255,0257c71c0fcd0e4fed919fdd8f249cdae3eb367a,19,M,0,1,2,0,2,3,422.5,470.3,545.5,575.4,100,120,80,120,80,500
4256,7f55c7c4c798086cea239ceba301479e521d952d,17,F,0,3,2,0,2,1,433.4,434.1,465.8,407.6,120,120,80,80,80,480
4257,eddb0823b3794384065b16b6bfc3164496145e8e,18,M,0,3,2,0,2,1,390.2,537.4,395.1,393,100,100,100,80,60,440
4258,2c4435ad76ca41ccb2d37fa198080908f894cf23,16,M,0,3,3,0,1,,461.8,431.7,438.4,547.8,160,140,120,140,80,640
4259,36355056c7d6d442d1365265776ef20c6747d1a2,29,F,0,1,4,0,1,,443.7,385.5,488,443.3,120,100,100,120,80,520
